bismil بِسْمِ
HalIman حَلِيمًا
bYnaka بَيْنَكَ
HijAbamm حِجَابًا
mastUrO مَسْتُورًا
cakarta ذَكَرْتَ
wallW وَلَّوْا
eadbArihim أَدْبَارِهِمْ
naJwAA نَجْوَىٰ
yaqUluZ يَقُولُ
rojulamm رَجُلًا
masHUrO مَسْحُورًا
faMollU فَضَلُّوا
EiZOmaww عِظَامًا
warufAtan وَرُفَاتًا
lamaBEUvUna لَمَبْعُوثُونَ
xolqoN خَلْقًا
jadIdA جَدِيدًا
HijArotan حِجَارَةً
HadIdA حَدِيدًا
xolqomm خَلْقًا
yakburu يَكْبُرُ
fasayaqUlUna فَسَيَقُولُونَ
yuEIdunA يُعِيدُنَا
faporokum فَطَرَكُمْ
fasayungiMUna فَسَيُنْغِضُونَ
rueUsahum رُءُوسَهُمْ
qorIbA قَرِيبًا
fatastajIbUna فَتَسْتَجِيبُونَ
wataZunnUna وَتَظُنُّونَ
labivtum لَبِثْتُمْ
liEibAdI لِعِبَادِي
yaqUlUl يَقُولُوا
yaNzagu يَنْزَغُ
yarHamkum يَرْحَمْكُمْ
EUl ادْعُوا
zaEamtumm زَعَمْتُمْ
kaXfaM كَشْفَ
Murri الضُّرِّ
taHwIlA تَحْوِيلًا
robbihimul رَبِّهِمُ
wayarjUna وَيَرْجُونَ
roHmatahU رَحْمَتَهُ
EacAbahUU عَذَابَهُ
maHcUrO مَحْذُورًا
muhlikUhA مُهْلِكُوهَا
muEaccibUhA مُعَذِّبُوهَا
maspUrO مَسْطُورًا
manaEanAA مَنَعَنَا
nursila نُرْسِلَ
bileAyAti بِالْآيَاتِ
bihAl بِهَا
vamUdan ثَمُودَ
muBSirotaN مُبْصِرَةً
nursilu نُرْسِلُ
taxwIfA تَخْوِيفًا
eaHApo أَحَاطَ
jaEalnAr جَعَلْنَا
rueyAl الرُّؤْيَا
earVnAka أَرَيْنَاكَ
waXXajarotal وَالشَّجَرَةَ
malEUnata الْمَلْعُونَةَ
wanuxowwifuhum وَنُخَوِّفُهُمْ
pugyAnaN طُغْيَانًا
eaeasjudu أَأَسْجُدُ
pInA طِينًا
earoeYtaka أَرَأَيْتَكَ
karromta كَرَّمْتَ
eaxxortani أَخَّرْتَنِ
laeaHtanikanna لَأَحْتَنِكَنَّ
curriyyatahUU ذُرِّيَّتَهُ
chaB اذْهَبْ
jazAAeukum جَزَاؤُكُمْ
jazAAeamm جَزَاءً
mWfUrO مَوْفُورًا
wastafziz وَاسْتَفْزِزْ
biSCtika بِصَوْتِكَ
waeaJliB وَأَجْلِبْ
bixVlika بِخَيْلِكَ
warojilika وَرَجِلِكَ
waXArikhum وَشَارِكْهُمْ
waleWlAdi وَالْأَوْلَادِ
waEiDhum وَعِدْهُمْ
sulpOnuww سُلْطَانٌ
robbukumul رَبُّكُمُ
yuzjI يُزْجِي
najjAkum نَجَّاكُمْ
eaEroMtum أَعْرَضْتُمْ
eafaeamiNtum أَفَأَمِنْتُمْ
yaxsifa يَخْسِفَ
jAnibal جَانِبَ
yursila يُرْسِلَ
HASibaN حَاصِبًا
yuEIdakum يُعِيدَكُمْ
tArotan تَارَةً
fayursila فَيُرْسِلَ
qOSifamm قَاصِفًا
rIHi الرِّيحِ
fayugriqokummm فَيُغْرِقَكُمْ
tabIEA تَبِيعًا
karromnA كَرَّمْنَا
waHamalnAhum وَحَمَلْنَاهُمْ
wafaMMolnAhum وَفَضَّلْنَاهُمْ
xolaQnA خَلَقْنَا
eunAsimmm أُنَاسٍ
bieimAmihim بِإِمَامِهِمْ
kitAbahU كِتَابَهُ
biyamInihI بِيَمِينِهِ
yaQroeUna يَقْرَءُونَ
kitAbahum كِتَابَهُمْ
layaftinUnaka لَيَفْتِنُونَكَ
litaftariya لِتَفْتَرِيَ
lattaxocUka لَاتَّخَذُوكَ
walWlAA وَلَوْلَا
vabbatnAka ثَبَّتْنَاكَ
kiDtta كِدْتَ
tarkanu تَرْكَنُ
laeacaQnAka لَأَذَقْنَاكَ
MiEfa ضِعْفَ
lHayAti الْحَيَاةِ
waMiEfal وَضِعْفَ
mamAti الْمَمَاتِ
layastafizzUnaka لَيَسْتَفِزُّونَكَ
liyuxrijUka لِيُخْرِجُوكَ
yalbavUna يَلْبَثُونَ
xilAfaka خِلَافَكَ
sunnata سُنَّةَ
qoBlaka قَبْلَكَ
rusulinA رُسُلِنَا
lisunnatinA لِسُنَّتِنَا
eaqimiS أَقِمِ
lidulUkiX لِدُلُوكِ
Xamsi الشَّمْسِ
gosaqil غَسَقِ
waqureAnal وَقُرْآنَ
qureAnal قُرْآنَ
maXhUdA مَشْهُودًا
fatahajjaD فَتَهَجَّدْ
nAfilatal نَافِلَةً
yaBEavaka يَبْعَثَكَ
maqOmamm مَقَامًا
maHmUdA مَحْمُودًا
eaDxilnI أَدْخِلْنِي
muDxola مُدْخَلَ
waeaxriJnI وَأَخْرِجْنِي
muxroja مُخْرَجَ
sulpOnann سُلْطَانًا
wazahaqol وَزَهَقَ
bApilu الْبَاطِلُ
zahUqO زَهُوقًا
wanunazzilu وَنُنَزِّلُ
XifAAeuww شِفَاءٌ
yazIduZ يَزِيدُ
xosArO خَسَارًا
eanEamnA أَنْعَمْنَا
eiNsAni الْإِنْسَانِ
eaEroMo أَعْرَضَ
wanaeA وَنَأَىٰ
bijAnibihI بِجَانِبِهِ
massahuX مَسَّهُ
Xarru الشَّرُّ
yaeUsA يَئُوسًا
yaEmalu يَعْمَلُ
XAkilatihI شَاكِلَتِهِ
farobbukum فَرَبُّكُمْ
biman بِمَنْ
Eanir عَنِ
rUHi الرُّوحِ
qulir قُلِ
rUHu الرُّوحُ
eUtItumm أُوتِيتُمْ
lanachabanna لَنَذْهَبَنَّ
laeiniJ لَئِنِ
tamaEatil اجْتَمَعَتِ
eiNsu الْإِنْسُ
waljinnu وَالْجِنُّ
yaetUna يَأْتُونَ
bimivlihI بِمِثْلِهِ
libaEMiN لِبَعْضٍ
ZohIrO ظَهِيرًا
mavaliN مَثَلٍ
faeabAA فَأَبَىٰ
kufUrO كُفُورًا
tafjuro تَفْجُرَ
yammmbUEA يَنْبُوعًا
waEinabiN وَعِنَبٍ
fatufajjirol فَتُفَجِّرَ
xilAlahA خِلَالَهَا
tafjIrO تَفْجِيرًا
tusqipos تُسْقِطَ
zaEamta زَعَمْتَ
kisafan كِسَفًا
taetiya تَأْتِيَ
qobIlA قَبِيلًا
bYtumm بَيْتٌ
zuxrufin زُخْرُفٍ
tarqO تَرْقَىٰ
walann وَلَنْ
liruqiyyika لِرُقِيِّكَ
kitAbann كِتَابًا
naQroeuhU نَقْرَؤُهُ
suBHAna سُبْحَانَ
baXaror بَشَرًا
manaEan مَنَعَ
yueminUU يُؤْمِنُوا
hudAA الْهُدَىٰ
eabaEavaL أَبَعَثَ
malAAeikatuyy مَلَائِكَةٌ
muPmaeinnIna مُطْمَئِنِّينَ
lanazzalnA لَنَزَّلْنَا
malakar مَلَكًا
muhtadi الْمُهْتَدِ
wanaHXuruhum وَنَحْشُرُهُمْ
wujUhihim وُجُوهِهِمْ
Eumyaww عُمْيًا
wabukmaww وَبُكْمًا
waSummamm وَصُمًّا
xobat خَبَتْ
jazAAeuhummm جَزَاؤُهُمْ
yaxluqo يَخْلُقَ
mivlahum مِثْلَهُمْ
eajalal أَجَلًا
faeabaZ فَأَبَى
tamlikUna تَمْلِكُونَ
xozAAeina خَزَائِنَ
laeamsaktum لَأَمْسَكْتُمْ
xoXyatal خَشْيَةَ
eiNfAqi الْإِنْفَاقِ
qotUrO قَتُورًا
tisEa تِسْعَ
faseal فَاسْأَلْ
laeaZunnuka لَأَظُنُّكَ
baSOOeiro بَصَائِرَ
mavbUrO مَثْبُورًا
faearOda فَأَرَادَ
yastafizzahumm يَسْتَفِزَّهُمْ
faeagroQnAhu فَأَغْرَقْنَاهُ
skunUl اسْكُنُوا
lafIfA لَفِيفًا
wabilHaqqi وَبِالْحَقِّ
nazala نَزَلَ
mubaXXiroww مُبَشِّرًا
wanacIrO وَنَذِيرًا
waqureAnaN وَقُرْآنًا
faroQnAhu فَرَقْنَاهُ
litaQroeahU لِتَقْرَأَهُ
mukviww مُكْثٍ
wanazzalnAhu وَنَزَّلْنَاهُ
taNzIlA تَنْزِيلًا
yaxirrUna يَخِرُّونَ
lileacqOni لِلْأَذْقَانِ
sujjadA سُجَّدًا
robbinAA رَبِّنَا
lamafEUlA لَمَفْعُولًا
wayaxirrUna وَيَخِرُّونَ
yaBkUna يَبْكُونَ
wayazIduhum وَيَزِيدُهُمْ
xuXUEA خُشُوعًا
EUL ادْعُوا
EUr ادْعُوا
roHmAna الرَّحْمَٰنَ
eayyamm أَيًّا
taDEU تَدْعُوا
falahul فَلَهُ
taJhar تَجْهَرْ
biSolAtika بِصَلَاتِكَ
tuxOfit تُخَافِتْ
waBtagi وَابْتَغِ
yattaxic يَتَّخِذْ
XarIkuN شَرِيكٌ
waliyyumm وَلِيٌّ
wakabbirhu وَكَبِّرْهُ
takbIrom تَكْبِيرًا
Eabdihil عَبْدِهِ
EiwajA عِوَجًا
qoyyimal قَيِّمًا
liyuNciro لِيُنْذِرَ
baesaN بَأْسًا
XadIdamm شَدِيدًا
wayubaXXirol وَيُبَشِّرَ
HasanA حَسَنًا
mAkivIna مَاكِثِينَ
eabadA أَبَدًا
wayuNcirol وَيُنْذِرَ
waladA وَلَدًا
lieAbAAeihim لِآبَائِهِمْ
kaburot كَبُرَتْ
taxruju تَخْرُجُ
kacibA كَذِبًا
bAxiEunn بَاخِعٌ
eAvArihim آثَارِهِمْ
lHadIvi الْحَدِيثِ
easafA أَسَفًا
zInatal زِينَةً
linaBluwahum لِنَبْلُوَهُمْ
EamalA عَمَلًا
lajAEilUna لَجَاعِلُونَ
juruzA جُرُزًا
HasiBta حَسِبْتَ
kahfi الْكَهْفِ
warroqImi وَالرَّقِيمِ
EajabA عَجَبًا
eawal أَوَى
fityatu الْفِتْيَةُ
roHmataww رَحْمَةً
wahayyie وَهَيِّئْ
roXadA رَشَدًا
faMoroBnA فَضَرَبْنَا
EadadA عَدَدًا
baEavnAhum بَعَثْنَاهُمْ
lHizbYni الْحِزْبَيْنِ
eaHSO أَحْصَىٰ
labivUU لَبِثُوا
eamadA أَمَدًا
nabaeahummm نَبَأَهُمْ
fityatun فِتْيَةٌ
waziDnAhum وَزِدْنَاهُمْ
warobaPnA وَرَبَطْنَا
naDEuwa نَدْعُوَ
eilAhal إِلَٰهًا
qulnAA قُلْنَا
eicaN إِذًا
XapopO شَطَطًا
qCmunAt قَوْمُنَا
eAlihatal آلِهَةً
bisulpOnimmm بِسُلْطَانٍ
bayyiniN بَيِّنٍ
EtazaltumUhum اعْتَزَلْتُمُوهُمْ
faewUU فَأْوُوا
yaNXur يَنْشُرْ
robbukumm رَبُّكُمْ
wayuhayyie وَيُهَيِّئْ
eamrikumm أَمْرِكُمْ
mirfaqO مِرْفَقًا
watarVX وَتَرَى
polaEat طَلَعَتْ
tazAwaru تَزَاوَرُ
kahfihim كَهْفِهِمْ
cAtal ذَاتَ
gorobat غَرَبَتْ
taQriMuhum تَقْرِضُهُمْ
cAtaX ذَاتَ
XimAli الشِّمَالِ
faJwatimm فَجْوَةٍ
murXidA مُرْشِدًا
wataHsabuhum وَتَحْسَبُهُمْ
eYqOZoww أَيْقَاظًا
ruqUduww رُقُودٌ
wanuqollibuhum وَنُقَلِّبُهُمْ
wacAtaX وَذَاتَ
wakalbuhummm وَكَلْبُهُمْ
bAsipuN بَاسِطٌ
cirOEYhi ذِرَاعَيْهِ
bilwaSIdi بِالْوَصِيدِ
lawip لَوِ
polaEta اطَّلَعْتَ
lawallYta لَوَلَّيْتَ
firOroww فِرَارًا
walamulieta وَلَمُلِئْتَ
ruEbA رُعْبًا
liyatasAAealU لِيَتَسَاءَلُوا
labivnA لَبِثْنَا
faBEavUU فَابْعَثُوا
eaHadakummm أَحَدَكُمْ
biwariqikum بِوَرِقِكُمْ
falyaNZur فَلْيَنْظُرْ
eayyuhAA أَيُّهَا
poEAmaN طَعَامًا
falyaetikummm فَلْيَأْتِكُمْ
birizqimm بِرِزْقٍ
walyatalappof وَلْيَتَلَطَّفْ
yuXEironna يُشْعِرَنَّ
eaHadA أَحَدًا
yarjumUkum يَرْجُمُوكُمْ
yuEIdUkum يُعِيدُوكُمْ
millatihim مِلَّتِهِمْ
tufliHUU تُفْلِحُوا
eican إِذًا
eaEvarnA أَعْثَرْنَا
liyaElamUU لِيَعْلَمُوا
waeannas وَأَنَّ
yatanAzaEUna يَتَنَازَعُونَ
faqOlUB فَقَالُوا
nU ابْنُوا
bunyAnar بُنْيَانًا
golabU غَلَبُوا
eamrihim أَمْرِهِمْ
lanattaxicanna لَنَتَّخِذَنَّ
masjidA مَسْجِدًا
sayaqUlUna سَيَقُولُونَ
valAvatur ثَلَاثَةٌ
rObiEuhum رَابِعُهُمْ
kalbuhum كَلْبُهُمْ
xomsatuN خَمْسَةٌ
sAdisuhum سَادِسُهُمْ
roJmammm رَجْمًا
saBEatuww سَبْعَةٌ
wavAminuhum وَثَامِنُهُمْ
qurr قُلْ
biEiddatihimm بِعِدَّتِهِمْ
tumAri تُمَارِ
mirOOeaN مِرَاءً
ZOhiroww ظَاهِرًا
tastafti تَسْتَفْتِ
fIhimm فِيهِمْ
taqUlanna تَقُولَنَّ
fAEiluN فَاعِلٌ
godA غَدًا
nasIta نَسِيتَ
yahdiyani يَهْدِيَنِ
lieaQroba لِأَقْرَبَ
walabivU وَلَبِثُوا
valAva ثَلَاثَ
mieatiN مِائَةٍ
wazdAdU وَازْدَادُوا
tisEA تِسْعًا
labivU لَبِثُوا
eaBSir أَبْصِرْ
waeasmiE وَأَسْمِعْ
yuXriku يُشْرِكُ
HukmihII حُكْمِهِ
multaHadA مُلْتَحَدًا
taEdu تَعْدُ
EYnAka عَيْنَاكَ
turIdu تُرِيدُ
zInata زِينَةَ
eagfalnA أَغْفَلْنَا
qolbahU قَلْبَهُ
cikrinA ذِكْرِنَا
eamruhU أَمْرُهُ
furupO فُرُطًا
falyuemiww فَلْيُؤْمِنْ
falyakfur فَلْيَكْفُرْ
surOdiquhA سُرَادِقُهَا
yastagIvU يَسْتَغِيثُوا
yugOvU يُغَاثُوا
bimAAeiN بِمَاءٍ
kalmuhli كَالْمُهْلِ
yaXwIl يَشْوِي
wujUha الْوُجُوهَ
biesaX بِئْسَ
XarObu الشَّرَابُ
murtafaqO مُرْتَفَقًا
eaJro أَجْرَ
EaDniN عَدْنٍ
yuHallWna يُحَلَّوْنَ
easAwiro أَسَاوِرَ
cahabiww ذَهَبٍ
wayalbasUna وَيَلْبَسُونَ
viyAban ثِيَابًا
xuMromm خُضْرًا
suNdusiww سُنْدُسٍ
waeistaBroqimm وَإِسْتَبْرَقٍ
muttakieIna مُتَّكِئِينَ
earOOeiki الْأَرَائِكِ
niEmav نِعْمَ
vawAbu الثَّوَابُ
waHasunat وَحَسُنَتْ
waMriB وَاضْرِبْ
lieaHadihimA لِأَحَدِهِمَا
jannatYni جَنَّتَيْنِ
waHafafnAhumA وَحَفَفْنَاهُمَا
binaxliww بِنَخْلٍ
zarEA زَرْعًا
kiltAl كِلْتَا
jannatYni الْجَنَّتَيْنِ
eAtat آتَتْ
taZlimm تَظْلِمْ
wafajjarnA وَفَجَّرْنَا
xilAlahumA خِلَالَهُمَا
naharO نَهَرًا
vamaruN ثَمَرٌ
yuHAwiruhUU يُحَاوِرُهُ
eakvaru أَكْثَرُ
mAlaww مَالًا
waeaEazzu وَأَعَزُّ
nafarO نَفَرًا
jannatahU جَنَّتَهُ
ZOlimul ظَالِمٌ
eaZunnu أَظُنُّ
tabIda تَبِيدَ
eaZunnus أَظُنُّ
qOOeimataww قَائِمَةً
walaeir وَلَئِنْ
rudiDttu رُدِدْتُ
laeajidanna لَأَجِدَنَّ
muNqolabA مُنْقَلَبًا
SOHibuhU صَاحِبُهُ
eakafarta أَكَفَرْتَ
xolaqoka خَلَقَكَ
sawwAka سَوَّاكَ
rojulA رَجُلًا
lAkinna لَٰكِنَّا
huwaL هُوَ
euXriku أُشْرِكُ
birobbII بِرَبِّي
daxolta دَخَلْتَ
jannataka جَنَّتَكَ
quwwata قُوَّةَ
taroni تَرَنِ
eaqolla أَقَلَّ
wawaladA وَوَلَدًا
faEasA فَعَسَىٰ
yuetiyani يُؤْتِيَنِ
jannatika جَنَّتِكَ
wayursila وَيُرْسِلَ
HusbAnamm حُسْبَانًا
fatuSbiHa فَتُصْبِحَ
zalaqO زَلَقًا
yuSbiHa يُصْبِحَ
mAAeuhA مَاؤُهَا
gCroN غَوْرًا
tastapIEa تَسْتَطِيعَ
polabA طَلَبًا
waeuHIpo وَأُحِيطَ
bivamarihI بِثَمَرِهِ
yuqollibu يُقَلِّبُ
eaNfaqo أَنْفَقَ
euXrik أُشْرِكْ
fieatuyy فِئَةٌ
yaNSurUnahU يَنْصُرُونَهُ
muNtaSirO مُنْتَصِرًا
hunAlikal هُنَالِكَ
walAyatu الْوَلَايَةُ
vawAbaww ثَوَابًا
waxVrun وَخَيْرٌ
EuqbA عُقْبًا
haXImaN هَشِيمًا
tacrUhur تَذْرُوهُ
riyAHu الرِّيَاحُ
muQtadirO مُقْتَدِرًا
ealmAlu الْمَالُ
walbanUna وَالْبَنُونَ
zInatu زِينَةُ
walbAqiyAtuS وَالْبَاقِيَاتُ
SOliHAtu الصَّالِحَاتُ
eamalA أَمَلًا
nusayyirul نُسَيِّرُ
bArizataww بَارِزَةً
waHaXarnAhum وَحَشَرْنَاهُمْ
nugOdir نُغَادِرْ
waEuriMU وَعُرِضُوا
Soffal صَفًّا
marrotimmm مَرَّةٍ
eallann أَلَّنْ
naJEala نَجْعَلَ
mWEidA مَوْعِدًا
wawuMiEal وَوُضِعَ
muXfiqIna مُشْفِقِينَ
yAwYlatanA يَاوَيْلَتَنَا
mAli مَالِ
yugOdiru يُغَادِرُ
kabIrotan كَبِيرَةً
eaHSOhA أَحْصَاهَا
wawajadU وَوَجَدُوا
HAMiroww حَاضِرًا
fafasaqo فَفَسَقَ
eafatattaxicUnahU أَفَتَتَّخِذُونَهُ
wacurriyyatahUU وَذُرِّيَّتَهُ
Eaduwwummm عَدُوٌّ
biesa بِئْسَ
badalA بَدَلًا
eaXhaDttuhum أَشْهَدْتُهُمْ
xolqos خَلْقَ
muttaxical مُتَّخِذَ
muMillIna الْمُضِلِّينَ
EaMudA عَضُدًا
nAdU نَادُوا
fadaEWhum فَدَعَوْهُمْ
bYnahumm بَيْنَهُمْ
mWbiqO مَوْبِقًا
waroeAl وَرَأَى
muJrimUnan الْمُجْرِمُونَ
faZonnUU فَظَنُّوا
muwAqiEUhA مُوَاقِعُوهَا
maSrifA مَصْرِفًا
mavaliww مَثَلٍ
jadalA جَدَلًا
wayastagfirU وَيَسْتَغْفِرُوا
eawwalIna الْأَوَّلِينَ
qubulA قُبُلًا
wayujAdilul وَيُجَادِلُ
liyuDHiMU لِيُدْحِضُوا
bihi بِهِ
wattaxocUU وَاتَّخَذُوا
euNcirU أُنْذِرُوا
huzuwA هُزُوًا
cukkiro ذُكِّرَ
faeaEroMo فَأَعْرَضَ
wanasiya وَنَسِيَ
taDEuhum تَدْعُهُمْ
yahtadUU يَهْتَدُوا
gofUru الْغَفُورُ
yueAxicuhummm يُؤَاخِذُهُمْ
laEajjala لَعَجَّلَ
mWEidul مَوْعِدٌ
mWeilA مَوْئِلًا
eahlaknAhum أَهْلَكْنَاهُمْ
limahlikihimm لِمَهْلِكِهِمْ
lifatAhu لِفَتَاهُ
eaBroHu أَبْرَحُ
eaBlugo أَبْلُغَ
maJmaEal مَجْمَعَ
baHrVni الْبَحْرَيْنِ
eamMiya أَمْضِيَ
HuqubA حُقُبًا
balagO بَلَغَا
maJmaEa مَجْمَعَ
nasiyA نَسِيَا
HUtahumA حُوتَهُمَا
fattaxoca فَاتَّخَذَ
sabIlahU سَبِيلَهُ
sarobA سَرَبًا
jAwazA جَاوَزَا
godAAeanA غَدَاءَنَا
laqInA لَقِينَا
safarinA سَفَرِنَا
naSobA نَصَبًا
earoeYta أَرَأَيْتَ
eawYnAA أَوَيْنَا
Soxroti الصَّخْرَةِ
nasItu نَسِيتُ
lHUta الْحُوتَ
eaNsAnIhu أَنْسَانِيهُ
eillAX إِلَّا
eackurohU أَذْكُرَهُ
naBgi نَبْغِ
fartaddA فَارْتَدَّا
eAvArihimA آثَارِهِمَا
qoSoSO قَصَصًا
fawajadA فَوَجَدَا
EibAdinAA عِبَادِنَا
waEallamnAhu وَعَلَّمْنَاهُ
ladunnA لَدُنَّا
EilmA عِلْمًا
eattabiEuka أَتَّبِعُكَ
tuEallimani تُعَلِّمَنِ
Eullimta عُلِّمْتَ
ruXdA رُشْدًا
SoBrO صَبْرًا
taSbiru تَصْبِرُ
tuHiP تُحِطْ
xuBrO خُبْرًا
satajidunII سَتَجِدُنِي
SObiroww صَابِرًا
eaESI أَعْصِي
eamrO أَمْرًا
faeinit فَإِنِ
tabaEtanI اتَّبَعْتَنِي
tasealnI تَسْأَلْنِي
euHdiva أُحْدِثَ
faNpolaqO فَانْطَلَقَا
rokibA رَكِبَا
safInati السَّفِينَةِ
xoroqohA خَرَقَهَا
eaxoroQtahA أَخَرَقْتَهَا
litugriqo لِتُغْرِقَ
eimrO إِمْرًا
tueAxicnI تُؤَاخِذْنِي
turhiQnI تُرْهِقْنِي
eamrI أَمْرِي
EusrO عُسْرًا
laqiyA لَقِيَا
gulAmaN غُلَامًا
eaqotalta أَقَتَلْتَ
zakiyyatammm زَكِيَّةً
nafsil نَفْسٍ
XYeann شَيْئًا
nukrO نُكْرًا
saealtuka سَأَلْتُكَ
XYeimmm شَيْءٍ
baEdahA بَعْدَهَا
tuSOHiBnI تُصَاحِبْنِي
balagta بَلَغْتَ
ladunnI لَدُنِّي
EucrO عُذْرًا
eatayAA أَتَيَا
eahla أَهْلَ
qoryatiN قَرْيَةٍ
staPEamAA اسْتَطْعَمَا
faeabW فَأَبَوْا
yuMoyyifUhumA يُضَيِّفُوهُمَا
jidAroyy جِدَارًا
yaNqoMMo يَنْقَضَّ
faeaqOmahU فَأَقَامَهُ
lattaxocta لَاتَّخَذْتَ
eaJrO أَجْرًا
firOqu فِرَاقُ
wabYnika وَبَيْنِكَ
saeunabbieuka سَأُنَبِّئُكَ
bitaewIli بِتَأْوِيلِ
tastapiE تَسْتَطِعْ
eammAs أَمَّا
safInatu السَّفِينَةُ
fakAnat فَكَانَتْ
limasAkIna لِمَسَاكِينَ
faearoDttu فَأَرَدْتُ
eaEIbahA أَعِيبَهَا
warOOeahumm وَرَاءَهُمْ
malikuyy مَلِكٌ
yaexucu يَأْخُذُ
safInatin سَفِينَةٍ
goSbA غَصْبًا
gulAmu الْغُلَامُ
mueminYni مُؤْمِنَيْنِ
faxoXInAA فَخَشِينَا
yurhiqohumA يُرْهِقَهُمَا
wakufrO وَكُفْرًا
faearoDnAA فَأَرَدْنَا
yubdilahumA يُبْدِلَهُمَا
robbuhumA رَبُّهُمَا
zakAtaww زَكَاةً
waeaQroba وَأَقْرَبَ
ruHmA رُحْمًا
jidAru الْجِدَارُ
ligulAmYni لِغُلَامَيْنِ
yatImYni يَتِيمَيْنِ
taHtahU تَحْتَهُ
kaNzul كَنْزٌ
eabUhumA أَبُوهُمَا
